pharmacy_name,address,postcode,opening_hours_monday,opening_hours_tuesday,opening_hours_wednesday,opening_hours_thursday,opening_hours_friday,opening_hours_saturday,opening_hours_sunday,organisation_data_service_code,health_and_wellbeing_board,ward_code,ward_name,la_code,la_name
Openshaw Internet Pharmacy,"3 Croft Street, Clayton, Manchester",M11 4RQ,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FJK18,Manchester,E05011359,Clayton & Openshaw,E08000003,Manchester
Peak Pharmacy,"Unit 11 Lime Square, 1221 Ashton Old Road, Openshaw",M11 1DA,"09:00-12:30,13:00-18:00","09:00-12:30,13:00-18:00","09:00-12:30,13:00-18:00","09:00-12:30,13:00-18:00","09:00-12:30,13:00-18:00",CLOSED,CLOSED,FV047,Manchester,E05011359,Clayton & Openshaw,E08000003,Manchester
Pharmaco,"84-90 Stanley Street, Higher Openshaw, Manchester",M11 1LE,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FEH11,Manchester,E05011359,Clayton & Openshaw,E08000003,Manchester
Portway Pharmacy,"508-510 Portway, Woodhouse Pk,Wythenshawe, Manchester",M22 0LA,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FCQ78,Manchester,E05011381,Woodhouse Park,E08000003,Manchester
Prescriptions Direct,"First Fl 1142 Rochdale Rd, Blackley, Manchester",M9 6FQ,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,FN727,Manchester,E05011355,Charlestown,E08000003,Manchester
Range Pharmacy,"121 Withington Road, Whalley Range, Manchester",M16 8EB,08:15-19:00,08:15-19:00,08:15-19:00,08:15-19:00,08:15-19:00,09:00-18:00,CLOSED,FF590,Manchester,E05011379,Whalley Range,E08000003,Manchester
Respond Healthcare Limited,"2 Victoria Ave East, Blackley, Manchester",M9 6HB,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,CLOSED,CLOSED,FR040,Manchester,E05011355,Charlestown,E08000003,Manchester
Roberts Gp Ltd,"12 Albert Road, Levenshulme, Manchester",M19 3PJ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FPF99,Manchester,E05011369,Levenshulme,E08000003,Manchester
Rusholme Pharmacy,"253 Wilmslow Road, Rusholme, Manchester",M14 5LW,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,"09:00-13:00,14:00-21:00",12:00-21:00,10:00-23:00,FE534,Manchester,E05011377,Rusholme,E08000003,Manchester
Salts Medilink,"91 School Lane, Didsbury, Manchester",M20 6HQ,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,CLOSED,CLOSED,FJE85,Manchester,E05011362,Didsbury East,E08000003,Manchester
Sterling Pharmacy,"103 Lapwing Lane, West Didsbury, Manchester",M20 6UR,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-17:30,CLOSED,FCT06,Manchester,E05011363,Didsbury West,E08000003,Manchester
Superdrug Pharmacy,"7-9 Piccadilly, Manchester",M1 1LZ,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,09:00-17:30,CLOSED,FXD87,Manchester,E05011376,Piccadilly,E08000003,Manchester
Tesco Instore Pharmacy,"Victoria Avenue East, Blackley, Manchester",M9 6HP,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,10:00-16:00,FAK16,Manchester,E05011355,Charlestown,E08000003,Manchester
Tesco Instore Pharmacy,"Parrs Wood Lane, East Didsbury, Manchester",M20 5NP,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,11:00-17:00,FC028,Manchester,E05011362,Didsbury East,E08000003,Manchester
Tesco Instore Pharmacy,"Instore Pharmacy, Altrincham Rd,Baguley, Manchester",M23 9TJ,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,10:00-16:00,FD095,Manchester,E05011353,Brooklands,E08000003,Manchester
Tesco Instore Pharmacy,"Tesco Extra, Hyde Road, Gorton, Manchester",M18 8LD,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,10:00-16:00,FQ258,Manchester,E05011365,Gorton & Abbey Hey,E08000003,Manchester
Tesco Instore Pharmacy,"Tesco Superstore, Cheetham Hill Road, Manchester, Lancashire",M8 5DP,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,11:00-17:00,FWN72,Manchester,E05011360,Crumpsall,E08000003,Manchester
Thacker's Pharmacy,"436 Altrincham Road, Baguley, Manchester",M23 9AB,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FRP10,Manchester,E05011352,Baguley,E08000003,Manchester
Tims & Parker Pharmacy,"Valentine Medical Centre, 2 Smethurst St, Blackley, Manchester, Greater Manchester",M9 8PP,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FH341,Manchester,E05011366,Harpurhey,E08000003,Manchester
Tims & Parker Pharmacy,"87 Moston Lane East, New Moston, Manchester",M40 3GP,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FVT34,Manchester,E05011373,Moston,E08000003,Manchester
W&B Pharmacy,"526 Stockport Road, Longsight, Manchester",M13 0RR,09:00-18:00,09:00-18:00,09:00-13:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FDK79,Manchester,E05011370,Longsight,E08000003,Manchester
Well,"Maples Medical Centre, Scout Drive, Newall Green, Manchester",M23 2SY,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,CLOSED,CLOSED,FJ421,Manchester,E05011352,Baguley,E08000003,Manchester
Well,"352-354 Palatine Road, Northenden, Manchester",M22 4HD,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:00,CLOSED,FM564,Manchester,E05011374,Northenden,E08000003,Manchester
Well,"139 Droylsden Road, Newton Heath, Manchester",M40 1NT,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,CLOSED,CLOSED,FMD45,Manchester,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
Well,"48a Old Church Street, Newton Heath, Manchester",M40 2JF,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FP167,Manchester,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
Well,"491 Palatine Road, Northenden, Manchester",M22 4DH,08:15-18:15,08:15-18:15,08:15-18:15,08:15-18:15,08:15-18:15,CLOSED,CLOSED,FPE98,Manchester,E05011374,Northenden,E08000003,Manchester
Well,"183-187 Victoria Avenue, Blackley, Manchester",M9 0RB,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,CLOSED,CLOSED,FVC27,Manchester,E05011367,Higher Blackley,E08000003,Manchester
Wellfield Pharmacy,"Wellfield Medical Centre, 53-55 Crescent Road, Crumpsall, Manchester",M8 9JT,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,CLOSED,CLOSED,FW308,Manchester,E05011360,Crumpsall,E08000003,Manchester
Westpoint Pharmacy,"10 Kingsway, Manchester",M19 2DD,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,"09:00-13:00,14:00-21:00",09:00-21:00,07:00-21:00,FK045,Manchester,E05011377,Rusholme,E08000003,Manchester
Whitemoss Pharmacy,"247 Charlestown Road, Blackley, Manchester",M9 7BD,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FTK98,Manchester,E05011355,Charlestown,E08000003,Manchester
Wilbraham Pharmacy,"521 Wilbraham Road, Chorlton-Cum-Hardy, Manchester",M21 0UF,08:30-18:15,08:30-18:15,08:30-18:15,08:30-18:15,08:30-18:15,09:00-12:00,CLOSED,FC231,Manchester,E05011358,Chorlton Park,E08000003,Manchester
Wilkinson Pharmacy,"321 Moston Lane, Moston, Manchester",M40 9NL,"09:00-13:00,14:00-17:30",09:00-17:30,"09:00-13:00,14:00-17:30",09:00-17:30,"09:00-13:00,14:00-17:30",09:00-13:00,CLOSED,FFV19,Manchester,E05011373,Moston,E08000003,Manchester
Wilkinson Pharmacy,"203 Lightbowne Road, Moston, Manchester",M40 9DD,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-17:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FV113,Manchester,E05011373,Moston,E08000003,Manchester
Wilkinson Pharmacy,"384 Hollinwood Avenue, New Moston, Manchester",M40 0JD,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-16:00",CLOSED,FV818,Manchester,E05011355,Charlestown,E08000003,Manchester
Wilmslow Pharmacy Withington,"480 Wilmslow Road, Withington, Manchester, Lancashire",M20 3BG,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-13:00,CLOSED,FTP04,Manchester,E05011375,Old Moat,E08000003,Manchester
Wise Pharmacy,"Surrey Lodge Practice, 11 Anson Road, Longsight, Manchester",M14 5BY,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FJH64,Manchester,E05011351,Ardwick,E08000003,Manchester
Wise Pharmacy,"372-374 Dickenson Road, Longsight, Manchester",M13 0WQ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:30,CLOSED,FTH44,Manchester,E05011377,Rusholme,E08000003,Manchester
Wise Pharmacy,"376 Cheetham Hill Road, Cheetham Hill, Manchester",M8 9LS,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,13:00-18:00,CLOSED,FXF65,Manchester,E05011356,Cheetham,E08000003,Manchester
Wise Pharmacy (Hulme),"200 City Road, Hulme, Manchester",M15 4EA,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FMM28,Manchester,E05011368,Hulme,E08000003,Manchester
Withington Pharmacy,"8 Copson Street, Withington, Manchester",M20 3HE,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:00-18:00,FQJ53,Manchester,E05011375,Old Moat,E08000003,Manchester
Wythenshawe Pharmacy,"158 Hollyhedge Road, Wythenshawe, Manchester",M22 9UE,"09:00-13:00,13:20-18:30","09:00-13:00,13:20-18:30","09:00-13:00,13:20-18:30","09:00-13:00,13:20-18:30","09:00-13:00,13:20-18:30",CLOSED,CLOSED,FWR76,Manchester,E05011378,Sharston,E08000003,Manchester
Apex Pharmacy,"Suite 1, 177 Lees Road, Oldham",OL4 1JP,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FPF41,Oldham,E05014663,St Mary's,E08000004,Oldham
Asda Pharmacy,"Asda Superstore, 1 Milne Street, Chadderton,Oldham",OL9 0JE,"09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00",10:30-16:30,FPV39,Oldham,E05014647,Chadderton Central,E08000004,Oldham
Asda Pharmacy,"Asda Superstore, Greenfield Lane, Shaw,Oldham",OL2 8QP,"09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00",11:00-17:00,FW527,Oldham,E05014661,Shaw,E08000004,Oldham
Ashton Road Pharmacy,"366 Ashton Road, Oldham, Lancashire",OL8 3HF,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FE217,Oldham,E05014655,Medlock Vale,E08000004,Oldham
Boots,"1 Town Square, Oldham",OL1 1XD,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:30,11:00-16:00,FAC55,Oldham,E05014650,Coldhurst,E08000004,Oldham
Boots,"6 Elk Mill Central, Retail Park, Broadway,Royton, Oldham",OL2 5HX,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,11:00-16:00,FX611,Oldham,E05014656,Royton North,E08000004,Oldham
Boots,"Units 1-3, Chadderton Shopping Prec., Middleton Road, Oldham",OL9 0LQ,08:00-17:30,08:00-17:30,08:00-17:30,08:00-17:30,08:00-17:30,08:00-17:00,CLOSED,FXY67,Oldham,E05014647,Chadderton Central,E08000004,Oldham
Butler Green Pharmacy,"Primary Care Centre, Fields New Road, Chadderton, Oldham",OL9 8NH,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FWP56,Oldham,E05014647,Chadderton Central,E08000004,Oldham
Cannon Pharmacy,"5 Manchester Chambers, Cheapside, Oldham",OL1 1LF,"09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30","09:00-13:00,13:30-17:30",CLOSED,CLOSED,FEK88,Oldham,E05014650,Coldhurst,E08000004,Oldham
Cathedral Pharmacy,"98 Cathedral Road, Chadderton, Oldham",OL9 0RG,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FWL95,Oldham,E05014648,Chadderton North,E08000004,Oldham
Chadderton Pharmacy,"80 Burnley Lane, Chadderton, Oldham",OL1 2PW,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FPP60,Oldham,E05014647,Chadderton Central,E08000004,Oldham
Chemist Corner Internet Pharmacy,"3 Brook Lane, Oldham",OL8 2BD,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,CLOSED,CLOSED,FQC79,Oldham,E05014646,Alexandra,E08000004,Oldham
Click 2 Pharmacy,"33 Werneth Hall Road, Oldham",OL8 4BB,"09:15-13:15,14:30-18:30","09:15-13:15,14:30-18:30","09:15-13:15,14:30-18:30","09:15-13:15,14:30-18:30","09:15-13:15,14:30-18:30",CLOSED,CLOSED,FPM09,Oldham,E05014665,Werneth,E08000004,Oldham
Everest Pharmacy - Chadderton,"153 Block Lane, Chadderton, Oldham",OL9 7SB,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,CLOSED,CLOSED,FL778,Oldham,E05014665,Werneth,E08000004,Oldham
Everest Pharmacy - Delph,"28 King Street, Delph, Oldham",OL3 5DQ,"09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30","09:00-13:00,14:00-17:30",09:00-12:00,CLOSED,FR284,Oldham,E05014658,Saddleworth North,E08000004,Oldham
Everest Pharmacy Oldham,"57 Manchester Road, Oldham, Greater Manchester",OL8 4LN,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FKJ16,Oldham,E05014654,Hollinwood,E08000004,Oldham
Everest Pharmacy Shaw,"8 Market Street, Shaw, Oldham",OL2 8NH,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:00,CLOSED,FT312,Oldham,E05014661,Shaw,E08000004,Oldham
Focus Pharmacy,"The Keppel Building, Ashton Rd West,Failsworth, Manchester",M35 0AD,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:00-17:00,CLOSED,FL059,Oldham,E05014652,Failsworth East,E08000004,Oldham
Gardeners Chemist,"285 Rochdale Road, Oldham",OL1 2HG,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FGX01,Oldham,E05014650,Coldhurst,E08000004,Oldham
Glodwick Pharmacy,"Glodwick Health Centre, Glodwick Road, Oldham",OL4 1YN,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,CLOSED,CLOSED,FCJ39,Oldham,E05014663,St Mary's,E08000004,Oldham
Greenmed Pharmacy,"Unit 1,Greengate B/Centre, 2 Greengate Street, Oldham",OL4 1FN,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FTF53,Oldham,E05014663,St Mary's,E08000004,Oldham
Hobbs Pharmacy,"679 Ripponden Road, Moorside, Oldham",OL1 4JU,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FRF46,Oldham,E05014662,St James',E08000004,Oldham
Iconnect Pharmacy,"Unit 23 Meridan Centre, King Street, Oldham",OL8 1EZ,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FFW84,Oldham,E05014665,Werneth,E08000004,Oldham
Imaan Pharmacy,"116 Oxford Street, Werneth, Oldham",OL9 7SJ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:30,CLOSED,FEX36,Oldham,E05014665,Werneth,E08000004,Oldham
Kamson Pharmacy,"4 Failsworth Precinct, Sisson Street, Failsworth, Manchester",M35 0FF,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,CLOSED,FCP13,Oldham,E05014653,Failsworth West,E08000004,Oldham
Lees Road Pharmacy,"282 Lees Road, Oldham, Lancashire",OL4 1PA,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FJ151,Oldham,E05014663,St Mary's,E08000004,Oldham
Lifestyle Pharmacy,"160 Trent Road, High Crompton,Shaw, Oldham",OL2 7QR,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FVD75,Oldham,E05014651,Crompton,E08000004,Oldham
Lloydspharmacy,"Oldham Icc, New Radcliffe Street, Oldham",OL1 1NL,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,10:00-16:00,FL219,Oldham,E05014650,Coldhurst,E08000004,Oldham
Lloydspharmacy,"Werneth Primary Care Ctr, Featherstall Road South, Oldham",OL9 7AY,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,CLOSED,CLOSED,FNR15,Oldham,E05014665,Werneth,E08000004,Oldham
Lomas Pharmacy,"586 Ashton Road, Oldham",OL8 3HW,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FPE54,Oldham,E05014655,Medlock Vale,E08000004,Oldham
Market Square Pharmacy,"28 Market Square, Royton, Oldham",OL2 5QD,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,08:00-18:00,FRK78,Oldham,E05014656,Royton North,E08000004,Oldham
Medi Call,"31 Market Street, Oldham",OL1 3AB,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FCP01,Oldham,E05014650,Coldhurst,E08000004,Oldham
Oldham Late Night Pharmacy,"87-89 Lees Road, Oldham, Greater Manchester",OL4 1JW,09:30-21:00,09:30-21:00,09:00-21:00,09:30-21:00,09:30-21:00,17:00-21:00,10:00-20:00,FDV91,Oldham,E05014663,St Mary's,E08000004,Oldham
Our Pharmacy,"Hopwood House, The Vineyard,Lees Road, Oldham",OL4 1JN,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,07:00-20:30,08:00-12:00,FJF58,Oldham,E05014663,St Mary's,E08000004,Oldham
Our Pharmacy,"229 Oldham Road, Failsworth, Manchester",M35 0AY,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FW331,Oldham,E05014653,Failsworth West,E08000004,Oldham
Rowlands Pharmacy,"Lees Medical Practice, Athens Way, Lees, Oldham",OL4 3BP,"08:30-13:00,13:20-18:30","08:30-13:00,13:20-18:30","08:30-13:00,13:20-18:30","08:30-13:00,13:20-18:30","08:30-13:00,13:20-18:30",09:00-13:00,CLOSED,FLY00,Oldham,E05014660,Saddleworth West & Lees,E08000004,Oldham
Royton Pharmacy,"38-40 Market Square, Royton, Oldham",OL2 5QD,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,CLOSED,CLOSED,FFX82,Oldham,E05014656,Royton North,E08000004,Oldham
Seemed Internet Pharmacy,"32 Hardy Street, Oldham",OL4 1DU,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FCK48,Oldham,E05014663,St Mary's,E08000004,Oldham
Seemed Pharmacy,"165 Waterloo Street, Oldham",OL4 1EN,"09:00-13:00,14:00-19:00","09:00-13:00,14:00-19:00","09:00-13:00,14:00-19:00","09:00-13:00,14:00-19:00","09:00-13:00,14:00-19:00",10:00-12:00,CLOSED,FP837,Oldham,E05014663,St Mary's,E08000004,Oldham
St Chads Pharmacy,"St Chads Centre, Lime Green Parade, Limehurst, Oldham",OL8 3HH,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FLF35,Oldham,E05014654,Hollinwood,E08000004,Oldham
Strachan's Chemist,"7 New Street, Uppermill, Oldham",OL3 6AU,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FHE42,Oldham,E05014659,Saddleworth South,E08000004,Oldham
Suburb Pharmacy,"390 Hollins Road, Oldham",OL8 3BE,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FHG79,Oldham,E05014654,Hollinwood,E08000004,Oldham
Tesco Instore Pharmacy,"Huddersfield Road, Oldham",OL1 3LG,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,10:00-16:00,FJR91,Oldham,E05014662,St James',E08000004,Oldham
Tesco Instore Pharmacy,"Featherstall Road North, Oldham, Manchester",OL9 6BW,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,11:00-17:00,FW694,Oldham,E05014650,Coldhurst,E08000004,Oldham
Trustcare Pharmacy,"Suite 11 Prospect House, Featherstall Road South, Oldham",OL9 6HT,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FC473,Oldham,E05014665,Werneth,E08000004,Oldham
Well,"Chadderton Sth Health Ctr, Eaves Lane, Chadderton, Oldham",OL9 8RT,08:45-18:00,08:45-18:00,08:45-18:00,08:45-16:45,08:45-18:00,CLOSED,CLOSED,FAT79,Oldham,E05014647,Chadderton Central,E08000004,Oldham
Well,"25 Park Street, Royton, Oldham",OL2 6QN,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,09:00-13:00,CLOSED,FD010,Oldham,E05014657,Royton South,E08000004,Oldham
Well,"17 Mellor Street, Lees, Oldham, Greater Manchester",OL4 3BS,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:00-13:00,CLOSED,FGK90,Oldham,E05014660,Saddleworth West & Lees,E08000004,Oldham
Well,"71 High Street, Uppermill, Oldham",OL3 6AP,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,09:00-13:00,CLOSED,FGN28,Oldham,E05014659,Saddleworth South,E08000004,Oldham
Well,"120-122 Chew Valley Road, Greenfield, Oldham",OL3 7DB,09:00-18:00,09:00-17:30,09:00-18:00,09:00-17:30,09:00-18:00,09:00-12:30,CLOSED,FHQ01,Oldham,E05014659,Saddleworth South,E08000004,Oldham
Well,"242 Huddersfield Road, Oldham",OL4 2RB,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FJ074,Oldham,E05014664,Waterhead,E08000004,Oldham
Well,"Barley Clough Medical Ctr, Nugget Street, Oldham",OL4 1BN,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,CLOSED,CLOSED,FLK27,Oldham,E05014663,St Mary's,E08000004,Oldham
Well,"Middleton Road, Chadderton, Oldham",OL9 0LH,08:30-18:30,08:30-18:30,08:30-18:30,08:30-16:45,08:30-18:30,CLOSED,CLOSED,FQR96,Oldham,E05014647,Chadderton Central,E08000004,Oldham
Well,"44 Horsedge Street, Oldham",OL1 3SH,08:30-18:15,08:30-18:15,08:30-18:15,08:30-18:15,08:30-18:15,CLOSED,CLOSED,FQX04,Oldham,E05014663,St Mary's,E08000004,Oldham
Well,"4 High Sreet, Shaw, Oldham",OL2 8RQ,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,CLOSED,CLOSED,FY671,Oldham,E05014661,Shaw,E08000004,Oldham
Westwood Pharmacy,"69-71 Featherstall Road, Oldham",OL9 6QB,09:30-18:15,09:30-18:15,09:30-18:15,09:30-18:15,09:30-18:15,09:30-12:30,CLOSED,FDT37,Oldham,E05014650,Coldhurst,E08000004,Oldham
Wolstenholme & Mcdiarmid Ltd,"67 Market Street, Shaw, Oldham",OL2 8NP,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FK993,Oldham,E05014661,Shaw,E08000004,Oldham
Yates Pharmacy,"733-735 Hollins Road, Oldham",OL8 3SY,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FDD24,Oldham,E05014654,Hollinwood,E08000004,Oldham
Yourdoctorschemist,"Unit 8, Independent House, Gateway Crescent, Chadderton, Lancashire",OL9 9XB,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FCE43,Oldham,E05014649,Chadderton South,E08000004,Oldham
