ward_code,ward_name,la_code,la_name,All languages,African language (all other),Afrikaans,Akan,Albanian,All other Chinese,All other languages,Amharic,Any other Eastern European Language (non EU),Any other European Language (EU),Any other Nigerian language,Any Sign Communication System,Arabic,Bengali (with Sylheti and Chatgaya),British sign language,Bulgarian,Cantonese Chinese,Caribbean Creole (all other),Caribbean Creole (English-based),Cornish,Czech,Danish,Dutch,East Asian Language (all other),English (English or Welsh if in Wales),Estonian,Finnish,French,Gaelic (Irish),Gaelic (Not otherwise specified),Gaelic (Scottish),German,Greek,Gujarati,Gypsy/Traveller languages,Hebrew,Hindi,Hungarian,Igbo,Italian,Japanese,Korean,Krio,Kurdish,Latvian,Lingala,Lithuanian,Luganda,Malay,Malayalam,Maltese,Mandarin Chinese,Manx Gaelic,Marathi,Nepalese,North/South American language (any),Northern European Language (non EU),Oceanic/Australian language (any),Pakistani Pahari (with Mirpuri and Potwari),Panjabi,Pashto,Persian/Farsi,Polish,Portuguese,Romani language (any),Romanian,Russian,Scots,Serbian/Croatian/Bosnian,Shona,Sign Language (all other),Sinhala,Slovak,Slovenian,Somali,South Asian Language (all other),Spanish,Swahili/Kiswahili,Swedish,Tagalog/Filipino,Tamil,Telugu,Thai,Tigrinya,Turkish,Ukrainian,Urdu,Vietnamese,Welsh/Cymraeg (in England only),West African language (all other),West/Central Asian Language (all other),Yiddish,Yoruba
E05000707,Levenshulme,E08000003,Manchester,14835,21,0,7,4,38,12,4,0,0,5,0,307,149,10,6,20,0,0,0,29,4,22,3,12029,1,1,49,0,0,0,29,8,18,0,2,10,11,6,19,7,2,0,79,1,3,6,0,1,4,0,8,0,3,6,0,11,0,7,245,81,72,149,38,1,37,7,0,1,8,1,12,15,0,24,7,48,2,16,2,5,6,3,3,9,4,1042,8,7,7,6,0,7
E05000769,Little Hulton,E08000006,Salford,12118,4,0,1,1,23,1,1,1,0,6,0,7,6,7,5,3,0,0,0,7,0,2,2,11601,0,0,29,0,0,0,7,3,4,0,1,4,7,8,3,0,0,0,0,1,0,8,1,0,3,0,5,0,0,0,0,1,0,0,2,0,11,198,32,0,1,9,3,0,9,2,4,8,0,0,0,5,0,2,2,7,0,2,0,10,1,18,2,6,0,5,3,13
E05000664,Little Lever and Darcy Lever,E08000001,Bolton,12356,0,1,0,0,2,0,0,0,0,0,0,18,0,4,0,1,0,0,0,0,2,2,0,12168,0,0,10,0,0,0,1,0,35,0,0,0,3,0,3,1,0,0,3,0,0,7,0,0,0,1,2,0,0,0,0,0,0,1,9,5,12,14,6,0,4,3,0,1,0,3,0,0,0,6,2,3,0,0,5,0,0,2,0,1,2,10,0,0,0,3,0,0
E05000747,Littleborough Lakeside,E08000005,Rochdale,8975,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,8,0,0,0,0,0,0,0,8892,0,0,7,1,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,20,0,0,0,1,0,1,0,0,0,1,0,0,1,6,0,2,1,2,1,2,0,0,1,5,1,0,0,0,0,0
E05000814,Longdendale,E08000008,Tameside,9564,2,1,0,1,5,2,0,0,0,0,0,4,10,1,0,0,0,0,0,2,0,1,0,9459,0,1,3,0,0,0,3,1,5,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,21,2,0,1,2,0,1,5,0,0,3,0,0,0,0,1,0,0,0,0,3,0,2,0,5,0,0,1,1,0,1
E05000832,Longford,E08000009,Trafford,11471,6,0,3,0,27,9,0,0,1,0,0,115,22,3,3,30,0,0,0,15,1,5,5,9938,0,1,26,0,0,0,14,18,181,0,0,5,6,1,18,0,2,0,16,0,0,8,1,1,4,2,5,0,0,3,0,0,0,6,236,13,25,204,14,1,4,15,1,0,0,3,0,10,0,19,27,32,4,3,6,2,1,3,2,8,2,330,2,0,1,0,0,2
E05000708,Longsight,E08000003,Manchester,14549,14,2,0,1,164,19,12,0,3,16,0,233,939,2,12,19,0,1,0,30,1,26,3,9059,1,3,69,2,0,0,25,32,17,0,0,27,11,10,16,2,5,2,119,2,4,12,2,23,35,0,28,0,5,17,0,7,0,11,570,222,95,61,51,19,57,19,0,0,7,0,4,10,0,120,30,73,18,5,4,16,19,5,16,22,0,1977,31,6,13,21,0,15
E05000855,Lowton East,E08000010,Wigan,12199,0,0,0,0,20,0,0,0,0,0,0,5,8,1,0,7,0,0,0,1,0,2,0,12092,1,0,2,0,0,0,6,1,1,0,0,0,1,0,2,0,0,0,3,0,0,2,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,7,3,0,0,2,0,0,0,2,1,7,0,0,1,2,0,0,2,0,0,4,0,5,0,2,0,1,0,0,0,0
E05000793,Manor,E08000007,Stockport,12901,3,0,0,1,8,0,0,0,0,0,0,12,13,3,1,14,0,0,0,2,1,2,0,12708,0,0,6,0,0,0,3,1,5,0,0,4,2,0,5,3,0,0,2,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,2,0,6,27,3,0,1,3,0,0,2,1,0,3,0,0,0,4,2,0,14,0,0,9,0,2,4,9,0,3,0,1,0,0
E05000794,Marple North,E08000007,Stockport,11934,0,0,0,0,7,2,0,0,0,0,0,1,0,1,2,5,0,0,0,0,1,4,2,11802,0,1,3,0,0,0,13,2,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,4,0,8,12,3,0,4,3,0,1,1,0,0,0,0,0,2,9,1,5,13,0,0,3,0,0,0,4,1,0,0,0,0,0
E05000795,Marple South,E08000007,Stockport,11134,1,0,0,0,8,0,0,0,0,0,0,1,2,3,2,4,0,0,0,0,1,3,1,10988,0,0,11,1,0,0,6,2,0,0,0,0,3,0,10,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,29,1,0,4,3,1,0,0,0,0,3,0,0,1,3,0,0,5,0,2,5,0,4,1,11,0,2,0,0,0,0
E05000728,Medlock Vale,E08000004,Oldham,11710,10,1,1,0,15,6,0,0,0,4,0,10,405,8,0,12,0,0,0,28,0,0,6,9584,0,0,8,1,0,0,8,0,153,0,0,0,3,0,26,1,0,0,8,3,0,6,0,0,11,2,4,0,2,1,0,0,1,60,450,34,20,112,15,0,2,0,0,0,0,3,0,3,0,2,28,7,2,0,14,1,0,0,0,1,7,609,4,0,1,3,0,4
E05000709,Miles Platting and Newton Heath,E08000003,Manchester,14187,19,4,7,2,132,4,9,0,0,3,2,62,0,4,3,78,0,0,0,15,3,2,7,13035,1,0,84,2,0,0,14,2,6,0,0,2,2,1,11,1,0,1,40,10,17,16,5,3,10,0,14,0,0,0,0,3,0,2,8,5,71,103,47,0,10,23,2,0,19,2,7,8,0,41,1,17,6,0,13,6,0,8,29,18,4,51,38,1,1,1,0,9
E05000748,Milkstone and Deeplish,E08000005,Rochdale,10837,22,0,0,1,6,4,0,0,0,1,0,54,165,1,0,14,0,0,0,5,0,3,5,7151,1,0,24,3,0,0,9,1,10,0,0,1,17,1,13,0,4,0,117,4,3,5,0,1,1,3,5,0,0,6,0,0,1,228,1055,59,42,127,62,0,1,10,2,5,11,2,0,5,0,5,99,1,23,0,4,2,0,0,0,0,16,1384,2,3,15,1,0,11
E05000749,Milnrow and Newhey,E08000005,Rochdale,9852,2,0,0,0,20,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0,9773,0,0,4,0,0,0,1,5,2,0,0,1,1,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,1,1,0,1,0,1,0,0,0,0,1,3,0,0,1,1,0,4,0,2,0,1,0,1,0,0,0,0
E05000675,Moorside,E08000002,Bury,11432,16,0,7,10,16,2,0,0,1,0,0,41,11,6,1,0,0,0,0,1,0,2,9,10557,0,0,20,1,0,0,7,1,2,0,0,4,3,0,18,0,9,0,12,7,1,1,0,3,3,1,12,0,0,3,0,0,0,3,199,31,43,107,4,0,0,5,0,0,12,0,0,4,0,3,9,5,0,1,11,2,0,7,3,6,10,175,0,1,2,0,0,1
E05000710,Moss Side,E08000003,Manchester,17830,27,2,15,12,272,21,14,0,1,15,0,601,126,4,30,39,0,3,0,37,1,17,17,12427,2,5,121,1,0,0,46,24,9,3,0,57,12,9,35,3,11,3,235,7,7,39,4,106,70,0,63,1,9,17,0,10,0,7,128,57,112,250,51,8,71,38,0,4,7,2,7,30,2,1233,22,79,255,15,12,35,47,21,49,10,0,531,33,8,38,28,0,50
E05000815,Mossley,E08000008,Tameside,10469,0,0,0,1,3,4,0,0,1,0,1,1,25,2,0,7,0,0,0,1,1,1,1,10306,0,1,6,0,1,0,3,0,8,0,0,1,0,0,6,0,0,0,0,2,1,4,0,0,0,1,1,0,0,0,0,0,0,0,6,4,0,31,5,0,8,1,1,0,0,0,0,11,0,0,1,4,1,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0
E05000711,Moston,E08000003,Manchester,13948,20,1,4,2,49,4,5,0,0,6,1,30,9,1,0,31,0,0,0,8,0,10,0,13276,0,0,53,0,2,0,10,3,12,0,0,2,14,6,6,1,0,1,14,10,5,20,3,3,2,1,14,0,1,4,0,0,0,0,16,3,21,60,30,0,4,4,0,4,8,3,1,2,0,0,1,12,4,3,12,3,0,4,20,7,2,42,8,1,5,2,0,22
E05000750,Norden,E08000005,Rochdale,9461,1,1,0,0,12,0,0,0,0,0,0,16,13,0,0,1,0,0,0,2,1,1,0,9178,0,0,4,0,0,0,2,1,0,0,0,2,1,0,6,0,0,0,0,9,0,1,0,0,0,0,0,0,3,4,0,1,0,2,56,1,2,11,6,0,1,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,4,6,0,0,0,98,0,1,0,1,0,0
E05000751,North Heywood,E08000005,Rochdale,9688,6,0,0,2,14,1,0,0,0,0,0,2,1,1,0,6,0,0,0,6,0,3,0,9344,0,0,14,1,0,0,1,2,0,0,0,0,1,0,6,1,0,0,8,4,0,3,0,1,3,1,2,0,0,0,0,0,0,1,26,0,0,160,23,0,0,3,0,0,1,0,0,0,0,0,0,3,1,0,2,0,0,7,0,1,0,21,2,0,1,0,0,2
E05000676,North Manor,E08000002,Bury,9603,0,0,0,0,4,0,0,4,0,0,1,2,2,4,0,1,0,0,0,0,0,0,0,9530,0,0,2,0,0,0,4,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,14,0,0,0,0,0,2,0,1,0,1,0,0,7,4,2,0,1,0,0,1,0,3,1,1,0,1,0,0,0,0
E05000752,North Middleton,E08000005,Rochdale,9817,5,0,0,1,7,0,1,0,0,1,0,1,1,1,0,1,0,0,0,3,0,1,0,9638,0,0,1,0,0,0,5,0,1,0,0,1,0,0,4,0,0,0,2,2,0,5,0,0,0,1,6,0,0,0,0,0,0,1,11,0,2,65,6,0,6,0,0,0,4,0,0,0,0,1,0,5,1,0,6,0,0,4,0,1,2,6,2,0,0,0,0,5
E05000712,Northenden,E08000003,Manchester,14059,13,2,8,4,36,15,1,0,0,1,0,72,6,6,9,13,0,0,0,13,4,8,1,12994,0,0,25,1,0,0,9,7,5,1,0,11,13,4,12,0,1,0,9,10,4,13,0,1,66,6,6,0,1,6,0,1,0,0,24,4,43,278,25,0,18,21,1,2,15,2,1,18,0,13,5,30,4,0,12,7,12,7,5,6,0,57,0,3,2,14,0,12
E05000796,Offerton,E08000007,Stockport,13242,1,0,0,0,20,1,0,1,0,0,2,15,11,3,0,19,0,0,0,0,1,1,0,12993,0,0,9,0,0,0,9,1,4,0,0,2,3,0,6,0,2,0,0,1,0,0,0,0,7,0,1,0,0,0,0,1,0,0,1,0,9,35,7,0,9,1,1,0,1,1,0,0,0,1,1,9,1,0,4,3,0,7,0,3,0,27,1,2,2,2,0,0
E05000713,Old Moat,E08000003,Manchester,14054,5,0,7,7,53,9,0,0,4,2,0,236,102,3,11,7,0,0,0,9,2,12,0,12484,1,0,48,1,1,0,25,22,2,0,0,23,12,2,29,4,17,0,55,6,4,15,0,9,71,0,9,0,1,11,0,7,1,0,70,19,61,110,27,0,9,11,1,5,2,1,1,16,0,29,4,85,12,6,5,6,2,4,0,5,1,204,3,18,2,3,0,3
E05000770,Ordsall,E08000006,Salford,13776,16,1,7,1,224,4,3,3,3,6,0,177,4,0,39,47,0,0,0,35,16,18,10,11476,4,1,116,1,0,0,42,95,10,0,1,32,31,4,80,22,11,0,12,29,4,14,0,9,3,3,38,0,10,0,0,20,0,1,8,6,71,401,137,0,31,47,2,4,10,0,9,55,2,4,11,90,8,16,9,20,8,17,33,26,3,45,2,7,0,4,4,3
E05000856,Orrell,E08000010,Wigan,11170,0,1,0,0,1,2,0,0,0,0,0,4,0,2,0,2,0,0,0,2,0,2,1,11076,1,0,1,0,0,0,2,1,6,0,0,0,0,0,2,4,0,0,2,0,0,1,0,1,6,0,0,0,0,0,0,2,0,0,3,0,6,3,6,0,1,1,0,0,0,1,0,2,0,4,1,2,0,3,1,0,2,3,0,4,0,4,0,1,0,0,0,0
E05000857,Pemberton,E08000010,Wigan,13373,1,1,0,0,11,1,1,0,0,0,0,13,0,5,4,0,0,0,0,15,0,1,2,13119,0,0,10,0,0,0,1,1,0,0,0,1,0,0,6,0,0,0,11,20,0,19,0,0,4,0,9,0,0,0,0,0,0,0,0,0,18,47,9,0,2,7,1,0,3,0,0,6,0,0,0,2,0,0,1,5,0,2,1,4,0,3,6,0,0,0,0,0
E05000771,Pendlebury,E08000006,Salford,12523,11,0,0,6,30,1,1,0,0,1,0,20,19,4,19,21,0,0,0,6,0,6,0,11948,1,0,22,0,0,0,6,3,3,0,1,5,9,1,15,0,0,0,8,1,2,4,0,0,16,1,10,0,0,10,0,1,0,1,2,0,24,140,16,0,1,19,1,0,1,2,0,19,1,0,4,11,1,0,3,0,0,13,4,2,0,36,1,5,2,0,0,2
E05000677,Pilkington Park,E08000002,Bury,9414,0,0,0,2,16,1,0,0,0,0,0,11,20,0,0,11,0,0,0,2,0,1,0,9027,0,0,4,0,0,0,11,4,14,0,10,20,7,2,11,1,0,0,4,5,0,2,0,1,8,0,1,0,0,1,0,2,0,1,27,1,37,41,7,0,0,6,0,3,5,0,0,10,0,0,0,12,0,1,5,8,0,6,0,2,0,26,3,8,0,5,1,0
E05000833,Priory,E08000009,Trafford,10044,3,2,0,1,38,4,1,1,0,2,0,9,7,3,7,26,0,0,0,15,3,5,5,9482,0,2,23,0,0,0,18,9,10,0,1,47,1,0,19,6,7,0,2,3,0,4,1,5,10,0,5,0,10,0,0,2,0,0,0,0,22,77,10,0,0,17,2,1,0,2,2,4,1,0,2,23,0,2,0,24,22,18,0,7,0,7,0,1,0,0,1,0
E05000678,Radcliffe East,E08000002,Bury,10797,0,0,0,1,23,0,0,0,1,0,0,8,12,6,4,15,0,0,0,9,0,1,0,10423,0,0,13,0,0,0,1,3,1,0,0,5,3,1,3,0,3,0,12,1,2,1,0,0,2,1,3,0,0,0,0,1,0,0,29,30,7,83,4,0,3,4,0,1,3,0,0,0,0,0,0,10,1,1,9,6,2,7,0,2,3,32,0,1,0,0,0,0
E05000679,Radcliffe North,E08000002,Bury,10811,1,0,0,0,9,0,0,0,0,0,1,3,1,2,4,14,0,0,0,3,1,0,1,10650,0,0,5,0,0,0,3,1,27,0,1,5,0,0,2,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,6,18,1,0,0,3,1,0,0,0,2,0,0,0,0,2,1,0,2,0,0,0,0,1,2,15,0,0,0,0,0,0
E05000680,Radcliffe West,E08000002,Bury,10566,9,0,0,1,29,1,0,0,1,0,1,6,3,6,4,9,0,0,0,3,0,4,2,10258,0,0,5,0,2,0,5,4,9,0,4,1,3,1,1,0,0,0,0,9,0,1,0,0,0,1,1,0,0,1,0,1,0,0,40,6,19,44,0,0,1,7,1,0,0,1,4,0,0,1,2,5,0,0,9,2,0,6,1,2,0,18,3,2,0,0,0,6
E05000681,Ramsbottom,E08000002,Bury,11339,1,0,0,0,1,0,0,0,0,0,0,0,3,10,1,1,0,0,0,2,1,1,0,11219,0,1,15,0,0,0,4,0,3,0,0,0,4,0,8,1,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,4,2,3,10,0,0,0,4,0,1,0,0,0,3,0,0,0,1,0,0,4,4,0,2,0,2,0,9,1,3,2,1,0,0
E05000797,Reddish North,E08000007,Stockport,13791,0,0,1,3,21,0,0,0,0,2,0,8,6,7,0,9,0,0,0,3,0,1,1,13455,2,4,6,1,0,0,8,0,5,1,1,1,3,4,21,0,0,0,8,0,0,4,1,0,2,1,12,0,0,0,0,0,0,2,5,0,14,52,15,0,5,1,0,5,8,0,0,2,0,0,2,6,2,1,1,3,0,6,0,2,0,47,6,2,1,0,0,1
E05000798,Reddish South,E08000007,Stockport,13093,3,0,1,2,18,4,0,0,1,0,0,25,2,3,1,28,0,0,0,5,1,4,3,12716,0,0,6,0,0,0,6,0,0,0,1,6,1,2,22,1,0,0,2,1,0,3,0,0,2,0,1,0,0,0,0,1,0,0,12,3,16,61,10,0,3,3,0,3,2,0,0,0,0,1,3,9,0,2,17,5,0,7,0,11,4,42,3,2,0,1,0,1
E05000682,Redvales,E08000002,Bury,10917,15,1,3,0,15,3,3,0,0,2,1,34,25,3,0,9,0,0,0,4,2,3,2,9571,0,1,11,0,0,0,7,0,5,0,2,4,9,0,29,0,0,0,18,0,0,8,0,1,0,0,2,0,0,0,0,3,0,10,294,37,45,262,12,0,0,7,0,4,0,0,0,1,0,3,21,8,0,0,12,1,0,4,0,5,3,388,0,0,1,3,0,0
E05000729,Royton North,E08000004,Oldham,10048,0,1,0,0,0,0,0,0,0,0,0,3,16,3,0,2,0,0,0,0,0,1,0,9956,0,0,2,0,0,0,4,0,1,0,0,0,0,3,7,0,0,0,2,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,1,8,2,0,0,2,0,1,0,0,0,11,0,0,1,2,0,0,1,0,0,1,0,2,1,3,0,1,0,0,0,0
E05000730,Royton South,E08000004,Oldham,10610,1,0,0,0,9,3,0,0,0,0,1,5,94,5,3,7,0,0,0,0,0,1,0,10341,0,1,5,0,0,0,6,0,7,0,0,0,2,0,7,1,0,0,2,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,9,0,4,19,0,0,0,2,0,1,2,0,0,0,0,0,3,4,0,0,11,2,1,9,0,0,3,25,0,2,0,2,0,0
E05000665,Rumworth,E08000001,Bolton,15311,73,0,6,10,35,19,7,1,0,2,3,143,94,4,6,14,0,0,0,60,7,7,21,10069,0,0,38,0,0,0,8,10,2595,0,0,41,46,11,13,0,5,1,175,0,7,43,3,2,8,1,2,0,0,0,20,2,1,6,305,143,133,192,40,0,4,11,1,0,13,1,2,46,0,186,32,5,3,0,11,20,4,4,19,13,0,466,4,1,5,23,0,5
E05000714,Rusholme,E08000003,Manchester,13157,6,1,1,0,146,19,7,0,7,5,0,331,626,7,26,38,0,2,0,13,4,13,14,9341,1,3,67,0,0,0,24,43,33,0,3,66,8,5,38,8,9,0,87,11,0,16,0,121,24,0,31,0,11,4,0,6,0,9,324,70,110,65,26,0,73,24,0,1,5,4,6,6,0,143,21,75,40,9,4,43,43,5,8,22,0,755,2,11,3,15,0,9
E05000731,Saddleworth North,E08000004,Oldham,9453,0,0,0,0,7,0,0,0,0,0,0,2,10,0,0,0,0,0,0,3,0,0,1,9343,0,1,1,0,1,0,10,2,3,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,12,0,1,17,1,0,0,1,0,0,4,1,1,2,0,2,2,4,0,0,2,0,0,1,0,0,1,7,0,1,0,0,0,0
E05000732,Saddleworth South,E08000004,Oldham,9708,0,0,0,0,5,1,0,0,0,0,0,3,11,3,1,1,0,0,0,4,0,3,0,9606,0,0,2,0,0,0,9,1,9,0,0,1,1,0,4,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,4,0,4,0,10,0,0,0,0,0,0
E05000733,Saddleworth West and Lees,E08000004,Oldham,10726,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,3,10623,0,0,1,0,0,0,3,1,2,0,0,0,3,0,4,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,30,1,0,0,3,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,5,0,1,0,7,0,2,0,0,0,0
E05000835,Sale Moor,E08000009,Trafford,9916,0,1,0,6,26,1,0,0,0,0,0,66,22,0,1,20,0,0,0,0,1,4,2,9482,0,1,13,0,0,0,13,4,7,0,0,7,4,1,13,4,6,0,23,0,0,1,0,5,6,2,2,0,0,2,0,1,0,0,5,0,16,44,13,0,12,11,0,2,6,0,0,2,0,0,2,7,1,0,0,2,2,4,0,3,3,25,0,6,0,1,0,2
E05000684,Sedgley,E08000002,Bury,12148,7,0,0,2,19,2,2,1,0,1,2,34,15,1,0,14,0,0,0,30,10,14,1,11106,0,0,18,1,0,0,13,5,25,0,10,5,8,1,12,0,0,0,4,5,0,13,0,1,2,0,4,0,0,2,0,1,0,6,133,8,42,249,15,0,0,15,1,0,0,0,0,14,0,0,32,11,1,0,7,0,0,5,6,5,17,177,2,1,0,4,5,1
E05000715,Sharston,E08000003,Manchester,15853,15,3,2,1,41,49,0,0,0,0,0,63,11,7,27,8,0,0,0,7,1,13,0,14535,0,0,40,2,0,0,10,1,5,0,1,41,12,1,10,1,2,0,29,7,0,27,0,2,58,2,2,0,2,1,0,4,0,0,30,2,47,371,36,0,23,20,0,0,17,1,6,12,0,13,15,18,0,1,29,22,20,3,0,7,0,85,6,4,8,8,0,6
E05000736,Shaw,E08000004,Oldham,10033,0,0,0,0,3,1,0,0,0,0,0,1,131,4,0,0,0,0,0,5,1,0,0,9778,0,0,0,0,0,0,6,0,6,0,0,2,1,0,9,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,10,4,0,0,1,0,0,0,0,0,4,0,0,1,2,0,0,1,0,0,4,0,2,2,22,4,1,0,0,0,0
E05000858,Shevington with Lower Ground,E08000010,Wigan,11174,0,1,0,0,8,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,11118,0,0,6,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,2,0,1,0,5,0,2,0,0,0,0
E05000753,Smallbridge and Firgrove,E08000005,Rochdale,10879,0,0,0,0,9,1,0,0,1,2,1,5,175,5,0,3,0,0,0,0,4,2,2,9539,0,0,6,5,0,0,4,1,6,0,0,1,3,1,15,0,0,0,1,6,0,6,0,0,2,2,0,0,0,0,0,1,1,266,56,5,1,119,44,0,1,5,0,3,0,4,0,0,0,2,91,6,7,0,2,0,1,2,0,4,1,439,0,1,3,3,0,3
E05000666,Smithills,E08000001,Bolton,13511,23,0,0,3,9,0,0,0,0,0,0,19,5,1,1,0,0,0,0,2,1,9,0,12954,1,0,17,0,0,0,7,3,87,0,0,3,12,1,9,12,0,0,5,0,2,9,0,4,6,0,0,0,0,0,2,1,0,0,27,2,36,84,9,0,1,9,0,25,5,1,2,0,0,7,0,1,2,2,2,2,0,1,0,9,13,58,0,1,0,4,0,0
E05000754,South Middleton,E08000005,Rochdale,9351,2,0,0,0,12,1,0,0,0,0,0,13,1,1,0,13,0,0,0,1,0,4,0,9128,0,0,3,0,0,0,3,4,0,0,0,0,2,0,1,0,0,0,1,2,1,10,0,0,1,0,0,0,0,0,0,0,0,5,11,0,5,76,3,1,1,0,0,3,5,0,0,3,0,0,0,2,10,0,4,0,0,2,0,0,3,10,3,0,0,0,0,0
E05000755,Spotland and Falinge,E08000005,Rochdale,10338,5,0,0,0,13,1,0,0,1,0,0,9,42,4,0,15,0,0,0,6,0,0,0,9112,0,0,12,0,0,0,4,1,1,1,0,0,0,2,11,0,0,0,10,0,0,4,0,0,41,2,1,0,0,6,0,0,0,168,205,2,2,101,16,0,0,3,0,2,7,2,0,0,0,0,43,3,15,0,0,0,0,3,0,0,4,452,4,1,1,0,0,0
E05000734,St James',E08000004,Oldham,11105,15,0,0,0,1,0,0,1,0,0,0,6,15,8,0,3,0,0,0,6,0,0,0,10874,0,0,19,0,0,0,6,2,4,0,0,3,0,0,2,1,0,0,0,2,0,3,0,0,0,1,1,0,0,0,0,0,0,1,8,2,3,56,11,0,5,1,2,2,7,0,0,4,0,0,5,1,2,1,0,1,0,4,1,2,1,12,0,0,0,0,0,0
E05000683,St Mary's,E08000002,Bury,9780,8,0,0,3,9,2,2,0,0,0,1,14,6,9,14,16,0,0,0,14,2,1,4,9203,0,3,15,1,0,0,4,2,5,0,6,1,5,3,17,2,2,0,3,2,0,1,1,0,2,1,8,0,0,9,0,2,0,1,12,9,50,164,3,0,2,16,0,2,10,1,0,10,0,0,0,13,0,2,5,0,0,2,0,2,2,61,0,2,0,8,0,0
E05000735,St Mary's,E08000004,Oldham,13048,13,0,0,0,18,2,3,0,1,4,0,20,637,8,0,3,0,1,0,19,2,9,0,9179,0,0,22,1,0,0,6,0,15,0,0,0,2,3,8,0,0,0,28,5,0,6,0,0,8,0,2,0,0,0,0,0,1,89,1439,48,5,88,39,0,0,1,0,2,8,7,0,4,1,0,72,6,5,0,5,5,0,2,8,4,12,1163,0,0,6,2,0,1
E05000834,St Mary's,E08000009,Trafford,11385,6,0,0,5,40,0,1,0,0,1,0,54,5,3,3,24,0,0,0,2,0,1,0,10903,0,0,7,0,0,0,11,14,7,0,0,11,11,1,10,5,0,0,10,0,0,4,0,0,2,1,4,0,1,2,0,4,0,0,29,0,24,51,6,0,1,2,0,14,3,0,2,4,0,0,1,12,0,4,5,0,8,4,0,10,1,42,0,1,4,2,0,2
E05000816,St Peter's,E08000008,Tameside,11621,11,0,1,29,32,6,7,0,0,3,0,20,317,8,2,11,0,1,0,13,0,7,7,9325,2,0,28,0,0,0,7,3,186,0,0,2,0,1,15,1,0,0,18,7,5,5,0,0,0,0,12,0,0,8,0,1,0,11,306,4,8,446,13,0,3,3,1,0,10,1,0,7,0,1,7,22,4,0,8,0,0,8,1,4,13,625,5,0,5,3,0,1
E05000817,Stalybridge North,E08000008,Tameside,12151,13,0,0,0,9,1,0,1,0,3,0,0,9,4,0,3,0,0,0,3,0,2,0,11839,0,0,11,1,0,0,6,0,55,0,0,1,5,0,9,1,0,0,0,0,0,0,0,1,9,0,4,0,0,0,0,0,0,0,4,1,3,97,4,0,3,0,0,1,10,1,0,0,0,0,1,4,0,1,3,3,2,2,1,3,2,10,0,3,2,0,0,0
E05000818,Stalybridge South,E08000008,Tameside,10614,2,0,0,0,22,1,0,0,0,0,1,5,5,3,1,3,0,0,0,0,0,2,0,10375,3,0,0,0,1,0,5,5,28,0,1,3,0,0,7,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,2,74,1,0,1,0,2,0,0,0,2,0,0,0,3,2,1,0,0,0,2,3,0,0,1,36,1,2,0,0,0,0
E05000859,Standish with Langtree,E08000010,Wigan,11853,1,0,0,0,12,0,0,0,0,0,0,15,4,2,1,4,0,0,0,2,0,2,3,11681,0,0,3,1,0,0,5,1,5,0,0,0,0,0,6,1,0,0,2,8,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,8,15,0,0,4,0,0,0,0,1,2,1,0,0,2,4,1,0,3,7,2,8,0,6,1,14,2,3,0,0,0,0
